transaction_id,date,store_id,product_id,quantity_sold,discount_amount
cb925a1c-df2b-42f4-ab4b-d849a0ff2c29,2023-10-01,S-016,P-003,1,0
7eb1bf92-e72b-474b-b5b9-6c9722037c6a,2023-10-01,S-018,P-007,5,0
d8f34303-f6ec-4eee-b9db-1cb9f87b71d9,2023-10-01,S-047,P-007,3,0
63181b07-d1b6-4ba8-8ed3-852f159ba0a5,2023-10-01,S-031,P-002,1,950
ebcf5cc3-af43-45b8-aa79-d2bc410ee97a,2023-10-01,S-016,P-006,2,1600
4e8f17ab-9676-410a-b71a-7eadcd2c3dce,2023-10-01,S-048,P-001,1,700
f2ae1024-54f6-4627-a1d9-9f7c6945aef4,2023-10-01,S-016,P-006,1,800
db87fd90-bc87-4f50-9acb-ffbc6245bc96,2023-10-01,S-036,P-005,1,0
93c66247-44dd-4523-86c2-0ec1f2de3a7e,2023-10-01,S-004,P-002,4,0
2eebd19f-2b54-4a9e-aa5a-142cfa7d071c,2023-10-01,S-045,P-007,5,0
631329ac-5387-4201-bce6-0c3e55a9ccf4,2023-10-01,S-025,P-007,1,0
89cbf74b-53ef-4ec1-b641-3012121a7e47,2023-10-01,S-012,P-006,1,0
0d667c3b-530d-4b23-9c46-1a8bf76a476d,2023-10-01,S-038,P-001,3,0
ae664d81-1131-4bb7-b3ee-ec9888a4d1ed,2023-10-01,S-031,P-001,3,2100
11eee285-d015-419a-9753-35add4e75750,2023-10-01,S-033,P-004,2,0
40a60a52-86b4-46e5-973c-e65210e1fd6d,2023-10-01,S-009,P-006,1,0
fefdc1f6-7bf6-46b8-a075-170030422f17,2023-10-01,S-008,P-005,3,0
db9583d2-f105-481e-87d6-1822d85169bf,2023-10-01,S-017,P-003,1,2200
d2646fd2-777e-4bc1-a828-b2d592effce8,2023-10-01,S-021,P-002,1,0
777e9a99-fb4c-4360-995e-62042edb4605,2023-10-01,S-001,P-002,1,0
f5cf8d13-391c-44db-9532-ee4fbf0f597c,2023-10-01,S-001,P-004,1,0
397357aa-7881-4f5f-8a4c-09953b89d2a1,2023-10-01,S-031,P-005,2,2100
8ebe2ff7-8801-4d93-9db4-766912e387c9,2023-10-01,S-018,P-001,1,0
d91bd55d-c166-4f48-b9fe-4b6c8d78024c,2023-10-01,S-048,P-007,10,0
d9a365df-7f54-41f4-b11b-e555788a4928,2023-10-01,S-005,P-004,1,0
5eee07f2-1bff-40bd-8158-1db327565723,2023-10-01,S-034,P-005,3,0
871c6540-7705-499e-9bb7-f72d277f529c,2023-10-01,S-046,P-001,2,0
446a0ffc-0658-4c23-87be-b9cc5fe67245,2023-10-01,S-014,P-007,1,0
4d4da3c7-f56f-4106-9637-a66b41fdbc92,2023-10-01,S-016,P-007,10,0
37ff2948-85ec-4124-83a6-75807ee3ddb9,2023-10-01,S-027,P-007,2,0
3fb21641-91e6-48be-9197-4e4e6b4c9407,2023-10-01,S-035,P-004,4,0
bf76ff49-ddfd-4e92-8df9-5ec22dab9385,2023-10-01,S-037,P-007,2,0
9ee7b5ef-09d1-40fc-b4ac-5e4e9516f575,2023-10-01,S-007,P-003,1,2200
37558e69-86c8-49f2-a344-348a44fad1f4,2023-10-01,S-022,P-007,1,0
57ea138e-a61b-4c60-8a64-be4d3a632b2e,2023-10-01,S-018,P-002,4,0
c43f5ee0-d6ed-442d-ab64-61224a46d319,2023-10-01,S-004,P-005,2,2100
328c7159-6f4d-44ca-901d-a867832b5bcb,2023-10-01,S-036,P-003,3,0
05cd6fd3-9265-4321-885a-f29ed663a5ff,2023-10-01,S-042,P-001,1,0
f4071523-9c7a-43ce-aa06-0882bb5c3c97,2023-10-01,S-027,P-001,10,7000
c0582986-0b97-446b-b3fa-c5771c861e02,2023-10-01,S-040,P-005,1,0
618cf081-8e40-406a-a9c6-508d3d029ec8,2023-10-02,S-043,P-001,2,0
d8ca7e2e-f9da-4520-841b-b73a1f05310a,2023-10-02,S-021,P-001,1,0
8a31470f-ba76-4ab5-913f-96df0b81f4d4,2023-10-02,S-004,P-005,2,0
046ab910-1646-4204-8fc2-95d65c177d96,2023-10-02,S-017,P-002,1,950
e7238443-e0da-402a-93fc-1aded4412d1f,2023-10-02,S-011,P-006,1,0
0d12d692-62f1-4448-9926-9abd1b27d42b,2023-10-02,S-032,P-004,10,0
2487cd3a-c0cc-411e-a292-41eba004ea63,2023-10-02,S-005,P-003,2,0
6234beda-7f8c-4d4a-9f6b-b15015b9d280,2023-10-02,S-014,P-005,1,0
4e6316e6-e911-4c50-8840-aff8ccd231d7,2023-10-02,S-005,P-004,1,0
ad664d8a-b07c-484b-a07b-e0d9f0f0e340,2023-10-02,S-042,P-004,1,1050
869b0ca0-944b-4b8c-a31d-f0360ddcde15,2023-10-02,S-019,P-003,3,6600
5fab5d9c-4a3d-4c27-a34b-d86efe852710,2023-10-02,S-018,P-003,1,0
ff7b152c-376d-4512-8a65-8a6883cce2dd,2023-10-02,S-043,P-007,2,0
fd83c6b3-936a-4442-a0e4-dc14a07c0115,2023-10-02,S-030,P-007,1,0
cd3232c0-a565-40b2-802b-14260ce5a375,2023-10-02,S-030,P-005,2,0
3aae8764-5091-4f54-b430-3db9cbb797d9,2023-10-02,S-024,P-005,4,4200
48d20e08-3b2a-456a-8324-6eec7c602f67,2023-10-02,S-012,P-001,5,3500
2aba36e4-a4cb-4983-96ed-990f799925c5,2023-10-02,S-002,P-007,4,0
0e520dff-4a7a-4d9b-a449-7f3641cab67a,2023-10-02,S-025,P-003,2,0
1efe2363-105c-4a40-a3a7-f46b159c82af,2023-10-02,S-004,P-002,3,0
f610c343-7cb7-4d82-bcc5-92de949c69c3,2023-10-02,S-035,P-005,10,0
2144a93f-539a-4c89-9192-fa04029aeae8,2023-10-02,S-008,P-001,4,0
e1acb89f-8492-4b8e-babd-cde2fe014bc6,2023-10-02,S-025,P-004,5,0
3cabbc4d-aa00-4863-99bc-241b7d156593,2023-10-02,S-019,P-005,3,0
3b45ca42-8030-44ee-aabf-71345f9f871b,2023-10-02,S-012,P-005,5,0
b43374ee-84f8-461b-aeca-5fd83505ec7e,2023-10-02,S-006,P-003,1,0
8563a13a-ade8-41cf-91e4-fd6188e5f96c,2023-10-02,S-039,P-005,1,0
c52651ec-69d4-46c5-9c64-3a1b78ff5e3d,2023-10-02,S-007,P-001,5,3500
a556cfa1-d484-462c-b716-290691c3530b,2023-10-02,S-001,P-002,1,950
21c61f52-b9cb-4aba-81a4-dab2e3d12426,2023-10-02,S-035,P-003,1,2200
d15b6a48-e048-452b-874d-0bbb62d4824d,2023-10-02,S-022,P-007,1,0
edf4bd10-6512-4b37-adc1-a51bdb533364,2023-10-02,S-048,P-002,1,0
926046c7-c499-453f-9808-828f6165ca72,2023-10-02,S-002,P-004,1,1050
3d8d01d4-7b5b-44e8-a8f5-6f485ed87a14,2023-10-02,S-017,P-002,1,0
31f3b78f-40a3-4461-aa36-066a5a4bc5fd,2023-10-02,S-002,P-006,4,3200
27932bc0-288f-4144-ae97-20ac39b004f0,2023-10-02,S-015,P-002,5,0
bd736dde-447c-4029-88d9-6859f5016bbf,2023-10-02,S-040,P-002,3,2850
5185c7a8-a018-444f-aaf0-25ca05811890,2023-10-02,S-009,P-007,1,0
0bfb5352-1748-4094-a49e-3135e1813e0e,2023-10-02,S-042,P-001,4,0
29c4f421-04a3-4739-9f97-08697fc8b8a7,2023-10-02,S-001,P-003,1,0
62327c8b-5189-4d36-bd01-6dc78853c387,2023-10-02,S-004,P-001,1,0
6a60a799-1f49-4a05-aece-1fe4541c4a1a,2023-10-02,S-031,P-001,1,0
208dd49f-ccc0-4d30-8f38-de4bcd98b732,2023-10-02,S-007,P-004,1,0
e22ead2b-f600-4b3b-8173-240c57d648bd,2023-10-02,S-030,P-003,4,0
514c98e1-1acb-4e7d-aef3-86c4fcdfa4b8,2023-10-02,S-025,P-003,2,0
be8e5e40-7f5c-4f97-9f14-b2e8e0a44614,2023-10-02,S-032,P-005,3,0
fe65ae5b-91d2-4595-b860-e93fc22fba74,2023-10-02,S-005,P-007,1,0
61dadfd7-8838-4de3-938c-564ea5658c16,2023-10-02,S-050,P-001,1,0
a7e2b060-3bce-4a01-98d8-75c0e4757108,2023-10-02,S-036,P-006,1,0
376e4da9-4cb8-4d5f-a003-18a6894df1d9,2023-10-02,S-049,P-007,1,0
9052e7af-e673-48c2-84d9-32b43792efd4,2023-10-02,S-044,P-004,1,1050
5cd3e6af-61dd-42f7-b9c3-19a38842b45d,2023-10-02,S-023,P-006,1,0
5b36aeba-dafc-4867-837a-d003b2359d5b,2023-10-02,S-023,P-007,2,0
d911bb25-7463-4528-bf54-5c6b8d806865,2023-10-02,S-037,P-006,10,0
5bbf1486-4be3-4dd1-aea5-b809a666c38f,2023-10-02,S-024,P-007,2,0
b69e8e3c-500a-4949-896f-3fc1363b999c,2023-10-02,S-017,P-007,4,0
386d58fe-cd03-4365-8b32-1268de97829d,2023-10-02,S-041,P-005,3,0
7f0bd975-bc48-478a-8916-958e7df2a30d,2023-10-02,S-004,P-003,10,0
05fc33c8-f24b-4758-9a31-165dc0045f97,2023-10-02,S-035,P-001,4,0
1ef23555-7446-4995-b146-d3655a8c93c0,2023-10-02,S-044,P-004,4,0
6746c58d-746f-4f9f-8df1-aa3e4c25ac00,2023-10-02,S-023,P-005,1,0
0684c559-d8b4-4794-8fda-30f33af78b73,2023-10-02,S-014,P-006,4,0
f4195959-c49f-465a-a3c6-4f5acb6d20e6,2023-10-02,S-030,P-001,1,0
29293024-b4c7-431f-a0ad-483c090acda0,2023-10-02,S-019,P-005,1,0
e30fb0ad-0937-4e29-aeff-bd02e6ea5372,2023-10-02,S-048,P-006,2,1600
356c7017-7543-407c-b1e6-d21d6f89f39d,2023-10-02,S-029,P-004,1,0
c67944e5-9ac1-4575-9d76-18d1e42d2026,2023-10-02,S-020,P-007,2,0
9f1f7d86-38de-4bd1-b863-38f5a73d19f1,2023-10-02,S-022,P-004,4,4200
03901a98-bb0d-413e-b9b7-264211f5feb5,2023-10-02,S-006,P-003,1,2200
ebdfc7e5-a879-4975-888e-82121a3f1550,2023-10-02,S-034,P-005,1,0
32ed1fdf-b9fe-4b13-8154-69cdcf35dcf1,2023-10-02,S-018,P-002,24,0
a2d4139e-119b-41c3-9738-01ce5de0b1eb,2023-10-02,S-015,P-006,2,0
24698d70-c54f-4e3a-8989-68d855874d6f,2023-10-02,S-045,P-005,4,0
89c5598d-05bb-4a19-852b-2e28888faf08,2023-10-02,S-020,P-006,2,1600
826af669-1fc4-4312-a522-93d75f3d8af5,2023-10-02,S-012,P-005,3,0
282bf90b-7a95-4c92-8f49-48390d3e4ed7,2023-10-02,S-001,P-006,3,0
6df4ece0-d5bc-4548-8293-b3eeb0c9c64a,2023-10-02,S-044,P-005,1,1050
b7e465cc-4f99-4fce-8ae2-329ebae1258e,2023-10-02,S-011,P-006,1,0
22ad8159-dcf8-4885-a526-8dbf25a2ca37,2023-10-02,S-023,P-005,1,0
3edc5672-3a5b-4266-a216-06161c006b46,2023-10-02,S-031,P-005,1,0
4b3f8473-70cd-427a-9d1f-14738794455e,2023-10-02,S-018,P-003,2,0
98bd7b54-66aa-4d81-ae2b-504bb934db98,2023-10-02,S-049,P-004,4,0
80b3d8de-0878-42b0-b7f4-894020bdeee8,2023-10-02,S-034,P-004,2,0
485a0657-5ef9-4553-9e46-0cb22a9a4a4e,2023-10-02,S-039,P-002,1,0
288e85b4-3b22-4211-afff-22653ea62167,2023-10-02,S-030,P-006,3,0
44d662d1-d0e3-4dd9-bff3-085d001f7f05,2023-10-02,S-005,P-005,2,0
f5ed1a58-af26-4a45-a887-cfda4f71207f,2023-10-02,S-003,P-007,1,0
7f12ac0e-b325-49ee-8e64-03dcdc63dfb1,2023-10-02,S-026,P-007,2,0
0b79f545-be5b-4851-a839-ce2101f6128d,2023-10-02,S-025,P-005,2,0
5d9449a6-a6ed-46ed-afcd-236eff835fd6,2023-10-02,S-049,P-005,2,0
c1738bf5-16e1-478d-8355-d85721a6f7ee,2023-10-02,S-035,P-005,4,0
ac80d2d7-38c4-4a98-8d97-e64feee8473a,2023-10-02,S-025,P-006,2,0
9c3f8168-ff6b-4201-98dc-cc6c75c5ffd4,2023-10-02,S-027,P-007,1,0
cdae52bc-609e-49d1-80b1-a1d7edb69189,2023-10-02,S-031,P-007,1,900
7931948f-6c51-44c8-a9db-11be02ef1301,2023-10-02,S-001,P-004,4,0
10186fae-4cfc-4d06-811a-b120ec21b0d3,2023-10-02,S-031,P-005,1,0
709e43ba-53a1-42bb-af56-d63c5dde52fd,2023-10-02,S-024,P-007,2,1800
ef1f877e-b5a0-414e-bdf0-311a2b4379ae,2023-10-02,S-046,P-001,1,700
426da254-9ac0-4a2d-93e6-9d9b9b323a88,2023-10-02,S-047,P-001,3,2100
2b043817-0780-4ac3-87c2-607f2bab57b2,2023-10-02,S-036,P-005,1,0
8f557be1-0405-4311-9144-cbc71ec5e357,2023-10-02,S-048,P-001,1,0
d1691fff-e50f-43f3-8e14-003bf5387c69,2023-10-02,S-010,P-007,1,0
63add719-1498-42a9-bab5-e943be5d2f4a,2023-10-02,S-049,P-005,1,0
f1015bb5-2201-4693-87a1-00a38ba6aa66,2023-10-02,S-021,P-004,2,0
34651f58-7c71-4782-986c-29b9e8204cb7,2023-10-02,S-040,P-004,1,0
8ab4d003-18ef-4a65-9a89-8ddf8254a894,2023-10-02,S-046,P-005,1,0
047803c7-d672-4fb5-9598-da20319f1059,2023-10-02,S-026,P-003,1,2200
21cba4a7-b5c3-49b8-9a51-a4bd90207078,2023-10-02,S-047,P-007,3,0
c9bf3eac-ac5f-4d9b-864c-99b1df71afd4,2023-10-02,S-024,P-001,1,0
e4425de7-e2fa-478e-8fdb-a3376438b234,2023-10-02,S-017,P-003,2,0
046e9559-f27d-4485-9912-890be81e9045,2023-10-02,S-041,P-001,2,0
6c364ad9-be96-45e0-a858-c312880f3157,2023-10-02,S-018,P-005,5,0
185f4205-7e08-45e2-8433-1fc2cb5b76dc,2023-10-02,S-009,P-005,5,0
2f5e1ea6-1400-4ef1-95af-08b797fdeac5,2023-10-02,S-037,P-007,2,0
b0be48c7-5639-4191-bcd3-085722bcf925,2023-10-02,S-029,P-005,1,1050
e5634bc2-377f-467b-8a05-0679d659c8ba,2023-10-02,S-028,P-002,1,0
3e17f214-e1bf-4ea5-85fd-8d9e65fb1961,2023-10-02,S-034,P-002,1,0
15913370-ce29-4a27-882a-d23e347b09a5,2023-10-02,S-005,P-002,3,2850
a4f41844-92ca-40d6-9261-27d65a741681,2023-10-02,S-005,P-004,2,2100
770d631c-175f-4c3a-952b-03016292f421,2023-10-02,S-025,P-002,4,0
61e9ccd9-6fa7-4692-8e75-a444a6da605b,2023-10-02,S-005,P-001,2,0
4ab8c863-e9b8-46f7-8598-9139159d6afe,2023-10-02,S-005,P-006,4,0
3b250abb-fdaf-40cc-8ad9-2630ced29055,2023-10-02,S-016,P-006,1,0
080f5c11-355f-4055-a0cb-2af42dbac9a0,2023-10-02,S-029,P-007,5,4500
36dc28f5-cfd1-4b1e-a9f7-bfb90ed8f735,2023-10-02,S-050,P-005,3,0
c90baf86-f909-4868-ba6e-a0bcec35cabb,2023-10-02,S-025,P-002,4,3800
5145fc0c-8591-46b2-bef8-005a0b04f813,2023-10-02,S-028,P-005,5,0
b71fc19e-ef6d-43ea-8a78-e0c5a8cf5ff1,2023-10-02,S-005,P-001,3,2100
49735f92-56da-49aa-ae42-658c8f920955,2023-10-02,S-011,P-002,2,0
04c4678a-844e-4335-a572-be8b2413ba3c,2023-10-02,S-029,P-007,1,0
66dfeddf-f205-4bb4-bc2d-6c4874c33622,2023-10-02,S-023,P-007,5,0
16a20d00-d2f6-48ee-b46e-09de06786656,2023-10-02,S-034,P-005,2,0
46f6d6d7-cb1d-48bb-93ce-f291692d7c4f,2023-10-02,S-002,P-007,2,0
f259c794-f8bd-463c-81e2-f42a9e18631b,2023-10-02,S-011,P-007,3,0
166e87ff-5769-4c20-a56f-0f5730921d39,2023-10-02,S-029,P-007,10,9000
6291d722-8b04-4747-93af-2db3cb2dd5c3,2023-10-03,S-021,P-007,1,0
092e650a-3ac8-4af6-b9ac-0f7e8035660a,2023-10-03,S-033,P-004,1,0
8432ec5a-6ae2-40d1-8711-ff516d60b451,2023-10-03,S-005,P-003,4,0
e726fd1c-6685-4df5-bdff-0a8577d5476e,2023-10-03,S-034,P-004,1,0
760fe670-3bd3-42ac-8551-605d58df3e99,2023-10-03,S-021,P-002,1,0
26a27c5c-7818-4c6e-8759-74ea9832f888,2023-10-03,S-023,P-002,1,0
febe10a6-1f24-42d4-9d30-f3143f5ce355,2023-10-03,S-048,P-004,1,0
a46087ff-6083-4470-885b-f9c4dd70d4a9,2023-10-03,S-024,P-006,4,3200
4868ab2d-10bd-4b6b-b7d7-1464d1d9c796,2023-10-03,S-042,P-001,2,0
e5a7a10b-1192-403d-811b-4d0a3449dee5,2023-10-03,S-002,P-002,1,0
b3a0332a-405b-4c90-b05f-2bd77a363311,2023-10-03,S-034,P-001,2,0
2338ecbd-61da-4c5f-bf03-dc183f75071a,2023-10-03,S-033,P-007,1,900
7932449c-daeb-40fa-bba2-a54bc69fc9bf,2023-10-03,S-018,P-007,24,0
9c0100de-4484-4ab4-ab0d-c3ff34a12fe6,2023-10-03,S-004,P-001,1,0
54cefe66-8e69-4d87-b910-565552ce455c,2023-10-03,S-011,P-004,2,0
0243f5a1-4fb9-458b-8937-7ce071adb459,2023-10-03,S-038,P-007,4,3600
f65ccd33-2621-49bc-84b3-6a7b60c2d4e2,2023-10-03,S-024,P-007,2,0
8120b516-4192-42a3-a592-7b507ad2e2d6,2023-10-03,S-043,P-004,2,2100
75941fea-24d3-4743-a7d3-559be82677a0,2023-10-03,S-035,P-006,2,0
bbfb01cb-89ca-4918-8c1b-1cb331c240c8,2023-10-03,S-023,P-002,1,0
007e661d-610f-4fa5-bc59-20d0ed0c3359,2023-10-03,S-016,P-002,2,0
7b071733-de62-4b56-966f-fe7664365bb0,2023-10-03,S-017,P-007,3,0
153406be-2881-432f-a96d-7dfb4d764194,2023-10-03,S-014,P-002,1,0
e7085945-6872-45ca-9dfc-db5451cf870a,2023-10-03,S-046,P-001,1,700
f6fc1e40-568d-4882-b282-b67b5de5403a,2023-10-03,S-017,P-004,2,0
c24244dd-0d09-4c6e-9b6b-0f2f3b5e56c1,2023-10-03,S-002,P-005,1,0
